,Country,Currency,Currency abbreviation,GDP per capita PPP,GDP per capita,Forex score,PPP,Final score
186,Syrian Arab Republic,Syrian Pound,SYP,4684.72,726.74,-1.0406006138377346,0.15512986902098738,4.129179500609915
134,Lebanon,Lebanese Pound,LBP,14256.68971,4136.1,83.72568893022002,0.29011643545126997,3.9782702479028593
183,Sudan,Sudanese Pound,SDG,4065.976074,751.8,-2.17351746379067,0.1849002518257317,3.507945287034684
159,Pakistan,Pakistan Rupee,PKR,5748.005952,1505.0,5.626755159612441,0.26182993068689153,3.1840049794021277
0,Afghanistan,Afghan Afghani,AFN,1665.805842,368.8,-0.8451240868240941,0.2213943490300234,3.180198641969374
105,Egypt,Egyptian Pound,EGP,12706.40445,3698.8,9.24597447332413,0.2910972977882819,3.1165889805541314
132,Kyrgyzstan,Som,KGS,5289.687125,1276.7,0.8096875663216258,0.24135642994196937,3.1097098992142893
202,Uzbekistan,Uzbekistan Sum,UZS,8497.448308,1983.2,-0.46056221284557464,0.23338770982965534,3.093681721391785
177,Sierra Leone,Leone,SLL,1773.899246,480.0,3.7148740032387364,0.27059033994312887,3.0412314601768373
123,Iran (Islamic Republic of),Iranian Rial,IRR,16484.07536,4091.2,-1.178362712057529,0.2481910517060388,2.9092736891881943
184,Suriname,Surinam Dollar,SRD,16222.6757,4869.1,2.509848778206818,0.3001416098085472,2.8006028547409008
60,Bhutan,Ngultrum,BTN,11983.31697,3266.4,-0.3625302294616803,0.2725789535716504,2.7929136695754107
207,Zambia,Kwacha,ZMW,3555.920229,1137.3,4.495507102693844,0.31983282153655984,2.7913854946368737
137,Libya,Libyan Dinar,LYD,24130.82983,6357.2,-1.377251236653713,0.2634472185493009,2.7757144222019843
182,Sri Lanka,Sri Lanka Rupee,LKR,14706.54132,4013.7,-1.0164766042377018,0.27291937054850635,2.740082386780283
150,Myanmar,Kyat,MMK,4430.222427,1209.9,-1.0676514572688516,0.2731014119350446,2.7346816709031785
152,Nepal,Nepalese Rupee,NPR,4209.759393,1208.2,-0.36253022804916424,0.28699977533371585,2.7007444020289784
67,Burundi,Burundi Franc,BIF,774.5428909,221.5,-0.7620213124284675,0.2859751249444978,2.676721602576527
111,Gambia,Dalasi,GMD,2646.0,772.2,-0.8340641627812759,0.29183673469387755,2.635946154524146
29,Angola,Kwanza,AOA,6491.125578,1953.5,-0.49116095562654905,0.30094934638468335,2.6104455158150826
133,Lao People's DR,Kip,LAK,8620.647618,2535.6,-1.1161138847274792,0.29413103427469195,2.599792092171365
170,Russian Federation,Russian Ruble,RUB,32862.62109,12194.8,5.0113225741137,0.3710842165207218,2.597116099925768
189,Tajikistan,Somoni,TJS,3903.32,1279.61,1.121752846970343,0.32782605576791035,2.5824788361670423
121,India,Indian Rupee,INR,7241.98423,2256.6,-0.3625302294616803,0.3115996843312651,2.5632056943454495
106,Eritrea,Nakfa,ERN,2102.95,643.8,-1.0290815053271685,0.3061413728334007,2.5402456154892237
206,Yemen,Yemeni Rial,YER,2285.0,701.7,-1.042533349159684,0.30708971553610503,2.5341044243757276
187,T?rkiye,New Turkish Lira,TRY,30737.0175,9661.2,-0.579283762758675,0.3143180694093043,2.533134782157114
205,Viet Nam,Dong,VND,11676.10856,3756.5,-0.6797407234613532,0.3217253403132113,2.488823509444723
171,Rwanda,Rwanda Franc,RWF,2459.707347,822.3,0.049533968699810776,0.33430806351939557,2.4836186213583282
140,Madagascar,Malagasy Ariary,MGA,1607.935225,500.5,-1.6062033310148798,0.31126875773245155,2.463946160362875
82,Colombia,Colombian Peso,COP,16819.17629,6104.1,1.5682781604595752,0.3629250264550263,2.4612185945518568
49,Belarus,Belarussian Ruble,BYN,21698.57409,7302.3,-0.5738684667308861,0.3365336344089696,2.428536073374442
147,Mongolia,Tugrik,MNT,12818.87945,4566.1,0.5817589885242158,0.35620118106345094,2.42728562293835
113,Ghana,Cedi,GHS,5435.24,2363.3,5.5072015983285,0.4348106063393705,2.4195990542385113
154,Nicaragua,Cordoba Oro,NIO,6194.70035,2045.5,-1.0544681473836457,0.33020160531251525,2.419166421771142
38,Armenia,Armenian Dram,AMD,15592.48736,4966.5,-1.7573432758148804,0.31851877672453666,2.4135984787387725
37,Argentina,Argentine Peso,ARS,23649.6703,10636.1,5.976672427687432,0.44973565656854,2.3996272199455353
2,Algeria,Algerian Dinar,DZD,11039.81,3690.6,-1.2313002560105435,0.3342992315990946,2.3859210603913437
44,Azerbaijan,Azerbaijanian Manat,AZN,15854.55084,5388.0,-1.0815057755188402,0.33983933410503353,2.374005885375321
122,Indonesia,Rupiah,IDR,13027.30061,4332.7,-1.5158822810297319,0.33258616882411834,2.369047093517472
204,Venezuela (Bolivarian Republic of),Bolivar Digital,VEF,17131.39,15975.7,30.212293751143992,0.9325396246305758,2.3466910066267532
198,Ukraine,Hryvnia,UAH,14219.79004,4835.6,-1.4263531817155335,0.34006127983588713,2.3438636909235346
145,Mauritius,Mauritius Rupee,MUR,23035.283,9106.2,1.4670522360870002,0.395315308259942,2.342506916482299
107,Eswatini,Lilangeni,SZL,9730.068125,3978.4,2.1457854966180885,0.40887689057161664,2.338404780766145
155,Nigeria,Naira,NGN,5407.979457,2065.7,0.6682779187308089,0.3819726048193825,2.338132723984685
112,Georgia,Lari,GEL,15486.66,5023.3,-2.2455020077218437,0.32436303244211473,2.338002810619232
193,Tunisia,Tunisian Dinar,TND,11282.48463,3807.1,-1.6303131851359893,0.3374345390089842,2.3372124886567214
180,Somalia,Somali Shilling,SOS,1248.812487,447.0,-0.7993689458507619,0.35794004676700514,2.3222744221682565
69,Cambodia,Riel,KHR,4783.903614,1625.2,-1.8994870188040385,0.3397225636494607,2.3023008233161035
108,Ethiopia,Ethiopian Birr,ETB,2547.716814,925.1,-0.9297088754474901,0.3631094299478137,2.292042411407299
190,Thailand,Baht,THB,18760.75522,7066.2,-0.4999206911978781,0.3766479503163626,2.275879163697422
142,Malaysia,Malaysian Ringgit,MYR,28929.4742,11109.3,-0.18605354766642132,0.38401320131839795,2.273428960656463
135,Lesotho,Loti,LSL,2521.530663,1094.1,2.1457854966180885,0.4339031113340857,2.267873796243423
149,Mozambique,Metical,MZN,1347.720024,491.8,-1.2248408259787609,0.3649125866219229,2.26099028230977
130,Kenya,Kenyan Shilling,KES,5211.170533,2081.8,0.25638058611034864,0.3994879819834904,2.253729557483125
61,Bolivia (Plurinational State of),Boliviano,BOB,8846.081965,3345.2,-0.7381079148869653,0.37815611625977064,2.2523871540546794
168,Republic of Moldova,Moldovan Leu,MDL,15390.46583,5230.7,-2.488871073122982,0.3398662560170214,2.242314795709986
162,Paraguay,Guarani,PYG,15037.18964,5891.5,-0.28165012876695994,0.39179528495990956,2.2406699732524302
197,Uganda,Uganda Shilling,UGX,2467.899337,883.9,-1.8145429532652957,0.3581588546777911,2.2345431511087654
51,Benin,CFA Franc BCEAO,XOF,3649.04065,1319.2,-1.7543949518373292,0.3615196777816109,2.2271554626531493
164,Philippines,Philippine Peso,PHP,8892.789346,3460.5,-0.7757768152480383,0.3891354967894907,2.2121418304527385
156,North Macedonia,Denar,MKD,18222.2861,6694.6,-1.7042149995723659,0.36738529750117355,2.2096903881958423
195,U.R. of Tanzania: Mainland,Tanzanian Shilling,TZS,2836.242432,1099.3,-0.951418230003291,0.38759028057584605,2.2033249684978298
141,Malawi,Kwacha,MWK,1638.152251,634.8,-1.0217873022975803,0.3875097687730125,2.1978974096698236
63,Botswana,Pula,BWP,16304.15336,6805.2,0.20660253821021698,0.4173905783231666,2.1966808389846006
47,Bangladesh,Taka,BDT,6493.809393,2457.9,-1.4834418976495638,0.3784989443406659,2.189548426529359
52,Burkina Faso,CFA Franc BCEAO,XOF,2394.705365,893.1,-1.7543949518373292,0.3729477592747616,2.1847752248231997
55,Mali,CFA Franc BCEAO,XOF,2329.706181,873.8,-1.7543949518373292,0.3750687563634875,2.177193793834292
144,Mauritania,Ouguiya,MRU,5830.817088,2166.0,-1.9194528322602993,0.3714745236062531,2.1745991448176314
109,Fiji,Fiji Dollar,FJD,11380.5695,4646.6,-0.7036586503751784,0.40829239696660174,2.157467745468673
196,Zanzibar,Tanzanian Shilling,TZS,2581.7,1039.56,-0.951418230003291,0.40266491071774413,2.155030209163488
181,South Africa,Rand,ZAR,14624.41517,7055.0,2.1457854966180885,0.48241245328376436,2.1520002995166
151,Namibia,Namibian Dollar,NAD,10038.73827,4865.6,2.1457854966180885,0.48468242413894513,2.147146134860481
128,Jordan,Jordanian Dinar,JOD,10132.50388,4103.3,-1.0290814932386432,0.40496406896021836,2.141690686282262
136,Liberia,Liberian Dollar,LRD,1563.552927,675.7,-0.016430860543126053,0.43215678109245104,2.140386418716785
117,Guyana,Guyana Dollar,GYD,24086.90092,9998.5,-0.8113471534067062,0.41510113871469356,2.1289763131212824
54,Guinea-Bissau,CFA Franc BCEAO,XOF,2011.94848,795.1,-1.7543949518373292,0.3951890457950494,2.10932213844735
93,Dominican Republic,Dominican Peso,DOP,20462.51713,8476.8,-1.1116087906418863,0.41425988533796765,2.107213570124293
16,Kosovo,Euro,EUR,13055.90078,5269.8,-1.7543949871432658,0.40363358214797956,2.082852154531989
116,Guinea,Guinea Franc,GNF,2900.668958,1189.2,-1.6323975078426582,0.40997439460308105,2.074843606943727
22,Montenegro,Euro,EUR,23284.56728,9465.7,-1.7543949871432658,0.4065224784370569,2.0740491667618586
70,Cameroon,CFA Franc BEAC,XAF,4065.31161,1666.9,-1.7543949518373292,0.4100300690111182,2.063527646569308
169,Romania,New Leu,RON,35869.63348,14858.2,-1.6251006089686826,0.4142278177524328,2.0629795935644504
62,Bosnia and Herzegovina,Convertible Marks,BAM,17376.60824,7143.3,-1.7543949763011986,0.4110871293948214,2.0603920474908133
58,Togo,CFA Franc BCEAO,XOF,2334.299325,973.2,-1.7543949518373292,0.41691311374559903,2.043395534729115
126,Jamaica,Jamaican Dollar,JMD,10542.73779,5183.6,0.6252336276071796,0.4916749428138818,2.0433149678870652
148,Morocco,Moroccan Dirham,MAD,8852.914063,3795.4,-1.440475017130746,0.42871759208219934,2.038577264509523
129,Kazakhstan,Tenge,KZT,28684.89806,10373.8,-3.485080265099564,0.3616467445099925,2.033898977689536
1,Albania,Lek,ALL,15709.25126,6492.9,-1.969512593126101,0.4133169616131024,2.0335418470111684
176,Seychelles,Seychelles Rupee,SCR,31596.15966,14653.3,-0.4473011345734122,0.46376838697111455,2.0304363293838965
57,Senegal,CFA Franc BCEAO,XOF,3840.032959,1636.9,-1.7543949518373292,0.42627238293972153,2.0170638170222324
86,Cuba,Cuban Convertible Peso,CUC,21016.65,9499.6,-1.0290815208157014,0.4520035305341241,2.0131992938645444
175,Serbia,Serbian Dinar,RSD,21503.35809,9230.2,-1.7364805595198527,0.42924458409556254,2.0105949478963927
95,El Salvador,US Dollar,USD,9981.88602,4551.2,-1.0290815208157014,0.4559458994904452,2.003634576760896
160,Panama,Balboa,PAB,31900.94175,14617.6,-1.0290815208157014,0.45821844742248086,1.9981958508514972
53,C?te d'Ivoire,CFA Franc BCEAO,XOF,5850.051925,2549.0,-1.7543949518373292,0.4357226282226546,1.9916238951140295
118,Haiti,Gourde,HTG,3153.12702,1829.6,2.408382250270452,0.5802493805022799,1.9911490324898196
119,Honduras,Lempira,HNL,6121.565844,2771.7,-1.2981900380388778,0.4527763109363036,1.988883872833859
66,Bulgaria,Bulgarian Lev,BGN,27926.10922,12221.5,-1.7543949763011986,0.43763704795823327,1.9866041326327935
72,Chad,CFA Franc BEAC,XAF,1566.041161,685.7,-1.7543949518373292,0.43785566885237187,1.9860336861688133
83,Comoros,Comoro Franc,KMF,3546.843502,1577.5,-1.7543949657731397,0.4447616589540747,1.9683025049230576
85,Cuba,Cuban Peso,CUP,21016.65,9499.6,-1.5575876567526568,0.4520035305341241,1.968157800463168
165,Poland,Zloty,PLN,37836.76295,17999.9,-1.0059115820694373,0.47572515713847563,1.9599250288386547
174,Saudi Arabia,Saudi Riyal,SAR,48710.94768,23185.9,-1.0290815117268834,0.47598950758085523,1.9574565675479012
56,Niger,CFA Franc BCEAO,XOF,1303.567363,590.6,-1.7543949518373292,0.4530644267134817,1.9477006861764925
194,Turkmenistan,Turkmenistan Manat,TMT,14992.6,7344.6,-0.7852425874180998,0.4898816749596468,1.9471555695366218
124,Iraq,Iraqi Dinar,IQD,9846.0415,4775.4,-1.0002114744658275,0.4850070965067535,1.9402733344562972
64,Brazil,Brazilian Real,BRL,16031.08617,7507.2,-1.4767337540340388,0.4682901657685993,1.936844931953062
46,Bahrain,Bahraini Dinar,BHD,54256.77143,26563.0,-1.0290815119138885,0.4895794441855163,1.9282979532683313
65,Brunei Darussalam,Brunei Dollar,BND,66055.2483,31449.1,-1.4423525935497035,0.47610297151816167,1.9223372905923193
163,Peru,Nuevo Sol,PEN,13748.53362,6621.6,-1.325677338993744,0.48162227209217096,1.9203953425071938
101,Timor-Leste,US Dollar,USD,5528.580523,2741.4,-1.0290815208157014,0.49585964943356226,1.9153630876186027
74,Equatorial Guinea,CFA Franc BEAC,XAF,16080.14326,7506.7,-1.7543949518373292,0.46683041802700953,1.9151576263053383
143,Maldives,Rufiyaa,MVR,20615.37308,10366.3,-1.0502229161887664,0.5028431918147949,1.8996330500702214
94,Ecuador,US Dollar,USD,11720.64464,5965.1,-1.0290815208157014,0.5089395833777279,1.889448126827814
188,Taiwan,Taiwan Dollar,TWD,65480.0,32811.0,-1.3630634913221882,0.5010843005497861,1.8768614810104607
115,Guatemala,Quetzal,GTQ,9806.82822,5025.5,-1.1321496214924203,0.5124490698991768,1.8742487331503146
158,Oman,Rial Omani,OMR,37676.0574,19509.5,-1.014487792909921,0.5178222283948426,1.8737835368758213
68,Cabo Verde,Cabo Verde Escudo,CVE,6716.956331,3293.2,-1.754394974233965,0.4902815855451182,1.8639269885144838
71,Central African Republic,CFA Franc BEAC,XAF,920.0784701,461.1,-1.7543949518373292,0.5011529070448575,1.8418043732138436
131,Kuwait,Kuwaiti Dinar,KWD,43922.63,24300.3,-0.7727752040426651,0.5532523894857845,1.8312238768352151
13,Hungary,Forint,EUR,36752.4965,18728.1,-1.7543949871432658,0.509573546928982,1.8253175091778935
6,Croatia,Croatian Kuna,EUR,34314.01846,17685.3,-1.7543949871432658,0.5153957709912592,1.81423313459761
173,Sao Tome and Principe,Dobra,STN,4451.642512,2360.5,-1.7308373966729014,0.5302537195286807,1.789222288193622
89,D.R. of the Congo,Franc Congolais,CDF,1179.499142,577.2,-2.564100772209526,0.4893602542357764,1.784779155480814
36,St. Vincent and the Grenadines,East Caribbean Dollar,XCD,15045.30178,8666.4,-1.0591015184541341,0.5760203501880173,1.7725855492333873
92,Djibouti,Djibouti Franc,DJF,5397.679018,3150.4,-0.9260665731745082,0.5836582704333013,1.7720047409130952
199,United Arab Emirates,UAE Dirham,AED,76609.198,44315.6,-1.029081515907133,0.5784631761841443,1.7713724993058269
191,Tonga,Pa'anga,TOP,6748.512118,4426.0,0.2158757998797351,0.6558482703461006,1.7617622033010099
18,Lithuania,Euro,EUR,42581.26696,23723.3,-1.7543949871432658,0.5571299703760623,1.7415615351860145
81,"China, Macao SAR",Pataca,MOP,71185.65564,43873.6,-0.8681347742520202,0.616326415842505,1.7312194507070258
32,Dominica,East Caribbean Dollar,XCD,11950.55716,7653.2,-1.0591015184541341,0.6404052880158769,1.6853162379121165
50,Belize,Belize Dollar,BZD,9626.573571,6228.3,-0.9917517250536134,0.6469903288084474,1.6828554176508064
192,Trinidad and Tobago,Trinidad and Tobago Dollar,TTD,25308.49072,16032.5,-1.227244798373351,0.6334830542593494,1.6798838009032604
100,State of Palestine,US Dollar,USD,5643.07,3663.97,-1.0290815208157014,0.6492866471619172,1.6770891452020837
172,Samoa,Tala,WST,6079.764271,3857.3,-1.252846584087574,0.634448940462876,1.6765213822954923
201,Uruguay,Peso Uruguayo,UYU,25048.72397,17313.2,-0.4813881535631447,0.6911809168696749,1.6731676866420857
178,Singapore,Singapore Dollar,SGD,116486.4732,72794.0,-1.4423525935497035,0.6249137603729942,1.6722547092835023
166,Qatar,Qatari Rial,QAR,102018.1159,66838.4,-1.029081504121028,0.6551620700926902,1.670183188761793
161,Papua New Guinea,Kina,PGK,4040.039446,2672.9,-0.9761054600680311,0.6616024510964639,1.6670530185086676
79,China,Yuan Renminbi,CNY,19338.23408,12556.3,-1.213113155742266,0.6492992042632261,1.6618464453658808
167,Republic of Korea,Won,KRW,47242.52723,34997.8,0.0,0.740811342069263,1.659482628624429
17,Latvia,Euro,EUR,34444.31209,21148.2,-1.7543949871432658,0.6139823592569243,1.658460524181525
75,Gabon,CFA Franc BEAC,XAF,13813.72,8635.3,-1.7543949518373292,0.6251248758480699,1.6439450736007988
39,Aruba,Aruban Guilder,AWG,42698.35987,29342.1,-1.0290815025644537,0.6871950137976107,1.6346087459055108
73,Congo,CFA Franc BEAC,XAF,3553.287985,2290.4,-1.7543949518373292,0.6445860874966486,1.6197964617380793
26,Slovakia,Euro,EUR,33010.29075,21391.4,-1.7543949871432658,0.648022162603945,1.6156834285829094
8,Estonia,Euro,EUR,42138.32058,27943.7,-1.7543949871432658,0.6631422328981674,1.5980909403941141
27,Slovenia,Euro,EUR,43602.4892,29291.4,-1.7543949871432658,0.6717827476693693,1.5883931210930118
80,"China, Hong Kong SAR",Hong Kong Dollar,HKD,65891.69471,49800.5,-0.8681347462103743,0.7557932789432728,1.5815175814845994
12,Greece,Euro,EUR,29548.04,20192.6,-1.7543949871432658,0.6833820449681264,1.5757600402945702
88,Czechia,Czech Koruna,CZK,45093.65777,26821.2,-2.831365660807512,0.5947887425056848,1.5737435058274714
24,Portugal,Euro,EUR,35798.75385,24567.5,-1.7543949871432658,0.6862669047905979,1.572684381884459
31,Antigua and Barbuda,East Caribbean Dollar,XCD,21010.00357,15781.4,-1.0591015184541341,0.7511374259133455,1.5702178135671723
20,Malta,Euro,EUR,48581.45094,33486.7,-1.7543949871432658,0.6892898287734837,1.5694891505619006
34,Saint Kitts and Nevis,East Caribbean Dollar,XCD,23899.89,18082.61,-1.0591015184541341,0.7565980429198629,1.5654135468882404
104,Zimbabwe,US Dollar,USD,2323.687257,1773.9,-1.0290815208157014,0.7633987726430089,1.5619789288571062
41,Kiribati,Australian Dollar,AUD,2128.076638,1606.5,-1.236268448181461,0.7549070232309932,1.55216938955081
7,Cyprus,Euro,EUR,44109.67188,31551.8,-1.7543949871432658,0.7153034392510652,1.5431089280735177
87,Cura?ao,Netherlands Antillian Guilder,ANG,22832.19418,17717.6,-1.147703777151439,0.775991998855714,1.5415875943732624
98,Palau,US Dollar,USD,15144.56896,12083.9,-1.0290815208157014,0.7979031976358077,1.533655675590873
28,Spain,Euro,EUR,40698.6887,30103.5,-1.7543949871432658,0.7396675657513261,1.5200842290703798
45,Bahamas,Bahamian Dollar,BSD,33188.73247,27478.4,-1.0290815208157014,0.827943640958217,1.5109190839672322
146,Mexico,Mexican Peso,MXN,20277.17677,10045.7,-4.45654348723745,0.49541906715843076,1.507285046395673
42,Nauru,Australian Dollar,AUD,13125.34837,10648.1,-1.236268448181461,0.8112622766141483,1.506159661808386
179,Solomon Islands,Solomon Islands Dollar,SBD,2648.732207,2304.8,-0.8436241279156983,0.8701521406765603,1.4965159117690565
157,Norway,Norwegian Krone,NOK,79201.23025,89154.3,0.9060122508706966,1.1256681205403374,1.488269440703646
84,Costa Rica,Costa Rican Colon,CRC,23319.50228,12472.4,-4.139734301395002,0.5348484650419391,1.4882085074240634
15,Italy,Euro,EUR,45902.23562,35657.5,-1.7543949871432658,0.7768140161012924,1.487759589161461
127,Japan,Yen,JPY,42940.40525,39312.7,-0.7006729620802109,0.9155176755114577,1.4792252983350602
25,San Marino,Euro,EUR,56364.21,45320.2,-1.7543949871432658,0.8040598812615309,1.465949112307595
99,Puerto Rico,US Dollar,USD,35850.32193,32640.7,-1.0290815208157014,0.9104716008891919,1.4561791921129852
125,Israel,New Israeli Sheqel,ILS,43721.62304,52170.7,0.7242124359478296,1.1932471022923854,1.4517210150726623
200,United Kingdom,Pound Sterling,GBP,49675.30467,46510.3,-0.9693685041669583,0.9362861548404069,1.445880991871108
96,Marshall Islands,US Dollar,USD,6549.621884,6172.1,-1.0290815208157014,0.9423597437094432,1.437596180365385
76,Canada,Canadian Dollar,CAD,52085.03569,51987.9,-0.770167244991812,0.9981350557081667,1.428615408792806
153,New Zealand,New Zealand Dollar,NZD,46419.5087,48781.0,-0.4725843648458573,1.0508728197720025,1.4262213104391819
10,France,Euro,EUR,50541.25936,43659.0,-1.7543949871432658,0.863828890551017,1.4229232143152326
5,Belgium,Euro,EUR,58905.16378,51247.0,-1.7543949871432658,0.8699916392966525,1.4188230462150426
97,Micronesia (FS of),US Dollar,USD,3642.095394,3571.3,-1.0290815208157014,0.9805619056226181,1.4169249559072308
35,Saint Lucia,East Caribbean Dollar,XCD,9362.35,9414.23,-1.0591015184541341,1.0055413437865492,1.4018052579033489
103,United States,US Dollar,USD,69287.53659,70248.6,-1.0290815208157014,1.013870653472456,1.4001727986355865
23,Netherlands,Euro,EUR,63768.20005,57767.9,-1.7543949871432658,0.9059045096882894,1.3960394318136675
102,Turks and Caicos Islands,US Dollar,USD,20337.69338,20908.6,-1.0290815208157014,1.028071355454765,1.3933608085640736
120,Iceland,Iceland Krona,ISK,57611.59178,68727.6,-0.16607096912892924,1.1929474238873392,1.3919500988144167
4,Austria,Euro,EUR,58430.64025,53637.7,-1.7543949871432658,0.9179721421929824,1.3887837177915239
203,Vanuatu,Vatu,VUV,3057.4114,2996.6,-1.4463069743643926,0.9801101677059227,1.3819453686998235
14,Ireland,Euro,EUR,106351.3735,100172.1,-1.7543949871432658,0.941897567500621,1.3749481656975302
43,Tuvalu,Australian Dollar,AUD,5409.511692,5632.0,-1.236268448181461,1.0411290927292074,1.3700840108591976
185,Sweden,Swedish Krona,SEK,59323.96461,61028.7,-1.3510506732533423,1.028736032751807,1.3660930372659483
11,Germany,Euro,EUR,53179.65,51203.6,-1.7543949871432658,0.9628419893699939,1.363400886023879
33,Grenada,East Caribbean Dollar,XCD,8223.3,9010.6,-1.0591015184541341,1.0957401529799473,1.3608732263608936
9,Finland,Euro,EUR,55013.3859,53654.8,-1.7543949871432658,0.9753044485851216,1.356765311551357
40,Australia,Australian Dollar,AUD,56281.37865,60433.1,-1.236268448181461,1.0737672290477909,1.3554864387699777
19,Luxembourg,Euro,EUR,134544.5291,133490.1,-1.7543949871432658,0.9921629730539522,1.3480543450339786
48,Barbados,Barbados Dollar,BBD,15110.95733,17225.5,-1.0290815048400932,1.1399343948779452,1.3456349784138482
77,Cayman Islands,Cayman Islands Dollar,KYD,74155.27789,86568.8,-1.0755443340081237,1.1673990370370386,1.3315147576227033
90,Denmark,Danish Krone,DKK,64651.21645,68007.8,-1.690002998267677,1.0519183355597945,1.325343242343336
59,Bermuda,Bermudian Dollar,BMD,88185.46587,114090.3,-1.0290815208157014,1.293754008945057,1.2934854763152066
3,Andorra,Euro,EUR,36839.88,42137.3,-1.7543949871432658,1.1437957995520074,1.2812458448610637
138,Liechtenstein,Swiss Franc,CHF,139100.0,157755.0,-1.842852146823347,1.1341121495327102,1.2767351469750927
139,Switzerland,Swiss Franc,CHF,77273.60724,91991.6,-1.842852146823347,1.1904659726093565,1.2558652454829673
110,French Polynesia,CFP Franc,XPF,15175.68734,19914.6,-1.7543949809748005,1.3122700510249177,1.2251240152705445
21,Monaco,Euro,EUR,166909.97,234315.5,-1.7543949871432658,1.4038436409760304,1.2002699005864432
30,Anguilla,East Caribbean Dollar,XCD,12200.0,21241.0,-1.0591015184541341,1.7410655737704919,1.191741114057606
114,Gibraltar,Gibraltar pound,GIP,31363.80736,92843.0,-0.9693685041669583,2.9601954550456724,1.0807639858441365
91,Greenland,Danish Krone,DKK,15037.84954,54571.2,-1.690002998267677,3.6289231285924943,0.9878030940865112
78,Chile,Chilean Peso,CLP,28684.78027,16265.1,-6.164182195079585,0.5670289208040707,0.8817892380003811
